Div,Team,ELO,Goals scored,Goals conceded,Goals difference,Points,Change in ELO,Opposition mean ELO,Shots on target attempted,Shots on target allows,Shots attemped,Shots allowed,Corners awarded,Corners allowed,Fouls commited,Fouls suffered,Yellow cards,Red cards
E1,Hull,1208.0655949914094,3.0,9.0,-6.0,1,-11.530137022313284,1307.580444436489,20.0,23.0,56.0,72.0,27.0,27.0,58.0,55.0,10.0,0.0
E1,Leeds,1443.1708408093182,9.0,3.0,6.0,10,-5.716526794005631,1290.9853133184893,31.0,11.0,86.0,32.0,43.0,12.0,45.0,64.0,5.0,0.0
E1,Middlesbrough,1360.1881309903952,6.0,6.0,0.0,7,11.722439613948382,1341.162859382671,20.0,18.0,58.0,61.0,22.0,31.0,57.0,50.0,6.0,0.0
E1,Millwall,1291.5441720959602,2.0,5.0,-3.0,2,-11.722439613948382,1308.8566537909119,15.0,15.0,54.0,51.0,39.0,18.0,59.0,60.0,9.0,0.0
E1,Oxford,1153.5302848372426,4.0,15.0,-11.0,1,-12.265546702024722,1335.929818198899,19.0,36.0,43.0,67.0,26.0,38.0,55.0,52.0,4.0,0.0
E1,QPR,1282.9493509256135,8.0,1.0,7.0,11,3.1622330800330474,1274.6441689332903,17.0,20.0,51.0,67.0,14.0,45.0,47.0,66.0,13.0,0.0
E1,Stoke,1243.6346049351134,4.0,8.0,-4.0,2,-3.947869053303293,1300.3091337827098,18.0,29.0,66.0,86.0,26.0,37.0,52.0,37.0,9.0,0.0
E1,Sheffield Weds,1310.6766539416606,8.0,4.0,4.0,10,12.265546702024722,1248.0283958325178,23.0,22.0,70.0,55.0,36.0,24.0,51.0,62.0,8.0,0.0
E1,Luton,1285.3187359991155,5.0,11.0,-6.0,4,-11.427632705046335,1331.7459542369184,21.0,37.0,55.0,83.0,25.0,31.0,58.0,58.0,7.0,1.0
E1,Coventry,1280.8380558983079,5.0,7.0,-2.0,7,11.530137022313284,1313.8137540695266,21.0,13.0,62.0,51.0,34.0,25.0,51.0,52.0,7.0,0.0
E1,Derby,1243.0747818199095,6.0,6.0,0.0,4,14.737878080488827,1341.147693557471,20.0,14.0,57.0,48.0,22.0,26.0,69.0,41.0,10.0,0.0
E1,Portsmouth,1236.1353376003065,8.0,7.0,1.0,8,-14.737878080488827,1280.351085397322,19.0,20.0,55.0,61.0,29.0,29.0,57.0,62.0,12.0,0.0
E1,West Brom,1351.9878133959205,6.0,5.0,1.0,6,-16.054174650965933,1322.252755253342,15.0,24.0,46.0,73.0,26.0,38.0,37.0,50.0,7.0,0.0
E1,Bristol City,1296.2075375476127,6.0,6.0,0.0,5,-3.1622330800330474,1279.9314957450497,26.0,18.0,74.0,50.0,32.0,22.0,47.0,64.0,12.0,0.0
E1,Burnley,1444.9431361502754,7.0,2.0,5.0,11,12.878665104532502,1287.0958026839162,20.0,18.0,67.0,45.0,32.0,19.0,48.0,56.0,3.0,0.0
E1,Norwich,1300.526862782995,11.0,8.0,3.0,7,-12.878665104532502,1295.8890385777843,27.0,18.0,57.0,59.0,33.0,24.0,67.0,52.0,11.0,0.0
E1,Plymouth,1202.7416115387548,4.0,16.0,-12.0,1,-5.250861033452566,1329.9384659251314,15.0,32.0,53.0,76.0,17.0,26.0,49.0,61.0,8.0,0.0
E1,Sheffield United,1446.0750465501103,9.0,2.0,7.0,13,5.250861033452566,1279.501890271041,21.0,16.0,59.0,59.0,25.0,31.0,52.0,46.0,11.0,1.0
E1,Swansea,1286.615786507804,9.0,8.0,1.0,8,-16.725412533594636,1266.3131274380016,24.0,20.0,65.0,59.0,24.0,22.0,64.0,67.0,7.0,0.0
E1,Watford,1332.9197706036084,6.0,4.0,2.0,9,16.054174650965933,1278.4407438238138,21.0,19.0,62.0,68.0,24.0,24.0,61.0,52.0,10.0,0.0
E1,Sunderland,1354.303672070469,6.0,5.0,1.0,8,16.725412533594636,1329.2071781151885,24.0,13.0,93.0,44.0,42.0,20.0,46.0,52.0,8.0,1.0
E2,Barnsley,1122.6339438456985,5.0,7.0,-2.0,4,17.835030869735874,1148.8970794734767,20.0,18.0,73.0,41.0,33.0,15.0,48.0,44.0,12.0,1.0
E2,Birmingham,1282.0554319025055,10.0,4.0,6.0,12,4.511048894764144,1061.4141025309914,25.0,16.0,70.0,35.0,24.0,12.0,51.0,65.0,10.0,0.0
E2,Bristol Rvs,1009.0810803491097,1.0,7.0,-6.0,4,-4.511048894764031,1085.8774587358819,5.0,29.0,36.0,88.0,15.0,29.0,67.0,51.0,7.0,0.0
E2,Burton,944.6076039239028,1.0,5.0,-4.0,4,8.257484016609737,1113.049486158099,8.0,29.0,32.0,74.0,18.0,41.0,54.0,57.0,6.0,1.0
E2,Crawley Town,970.8529710416769,8.0,7.0,1.0,8,-9.491924772212656,1095.4496272883214,21.0,24.0,48.0,54.0,17.0,31.0,54.0,67.0,10.0,0.0
E2,Exeter,1076.9871752958295,3.0,11.0,-8.0,1,-17.835030869735874,1167.4874259242465,9.0,23.0,28.0,70.0,21.0,22.0,61.0,55.0,9.0,0.0
E2,Leyton Orient,1076.478093219128,5.0,2.0,3.0,8,-8.257484016609851,1066.9587244774725,20.0,10.0,53.0,32.0,30.0,17.0,59.0,50.0,8.0,0.0
E2,Peterboro,1089.830448757808,12.0,9.0,3.0,6,9.49192477221277,1006.7207271094024,30.0,21.0,68.0,57.0,34.0,28.0,35.0,63.0,3.0,0.0
E2,Stevenage,1090.7333382220027,6.0,6.0,0.0,8,16.475968491676895,1110.6397204420514,17.0,19.0,50.0,45.0,35.0,21.0,67.0,74.0,11.0,0.0
E2,Stockport,1118.1199761246162,7.0,4.0,3.0,9,-16.475968491676895,1103.1573697742422,32.0,10.0,71.0,34.0,23.0,15.0,52.0,67.0,14.0,0.0
E2,Wigan,1113.149449592501,5.0,4.0,1.0,9,22.591626373254485,1134.3869468095913,19.0,22.0,47.0,65.0,20.0,22.0,53.0,60.0,12.0,0.0
E2,Wrexham,1161.2196650090052,8.0,2.0,6.0,13,-9.181133446937793,1071.345835708295,22.0,13.0,64.0,52.0,28.0,32.0,48.0,54.0,8.0,0.0
E2,Charlton,1065.7509687989616,3.0,4.0,-1.0,5,-3.5206059679978807,1048.7329832269447,18.0,14.0,59.0,48.0,26.0,19.0,69.0,47.0,11.0,1.0
E2,Shrewsbury,927.7776483442872,6.0,14.0,-8.0,3,-6.066367080669011,1102.7677746925083,15.0,23.0,49.0,48.0,21.0,18.0,60.0,50.0,8.0,0.0
E2,Blackpool,1130.020106269032,8.0,3.0,5.0,10,20.564151457471553,1079.6268064947333,22.0,12.0,56.0,56.0,20.0,23.0,52.0,64.0,10.0,0.0
E2,Cambridge,1002.6366985860382,7.0,7.0,0.0,6,9.181133446937793,1102.8826081559105,21.0,22.0,57.0,58.0,30.0,26.0,48.0,55.0,8.0,1.0
E2,Huddersfield,1223.6700118635642,9.0,4.0,5.0,13,-6.860117426227816,1088.8220545876843,24.0,13.0,69.0,51.0,26.0,32.0,46.0,50.0,9.0,0.0
E2,Lincoln,1128.1351103871752,5.0,8.0,-3.0,2,6.860117426227816,1143.059566665089,16.0,18.0,61.0,53.0,29.0,21.0,71.0,58.0,10.0,0.0
E2,Mansfield,1045.072261732188,2.0,7.0,-5.0,1,3.5206059679978807,1146.7966328435846,11.0,18.0,60.0,59.0,27.0,25.0,72.0,56.0,11.0,1.0
E2,Northampton,1033.7628941160885,3.0,8.0,-5.0,4,-12.172280279652568,1064.9653109521707,13.0,27.0,36.0,69.0,18.0,39.0,60.0,44.0,5.0,1.0
E2,Reading,1140.8287629348686,8.0,7.0,1.0,8,-20.564151457471553,1122.6371804950859,26.0,26.0,63.0,77.0,24.0,39.0,54.0,42.0,9.0,0.0
E2,Rotherham,1092.8677855982485,7.0,4.0,3.0,9,12.172280279652568,1072.5486949374063,20.0,18.0,52.0,55.0,23.0,20.0,75.0,75.0,10.0,0.0
E2,Wycombe,1242.284251708742,11.0,6.0,5.0,11,6.066367080669124,1087.101604917946,22.0,18.0,51.0,44.0,22.0,23.0,59.0,72.0,11.0,0.0
